hazard_label,surface_type,weather_condition,bounding_box_area_px,aspect_ratio,intensity_contrast,edge_density,depth_est_cm,repair_urgency_score,is_hazardous
Normal Clear,Asphalt,Clear,121.9,0.67,14.53,0.053,0.0,0.02,0
Surface Crack,Asphalt,Night / Low Light,2677.5,3.39,40.87,0.603,1.3,0.439,1
Pothole,Asphalt,Rainy,3771.2,1.02,79.3,0.462,14.0,0.74,1
Normal Clear,Gravel,Clear,161.7,0.64,7.16,0.039,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,131.1,1.01,7.24,0.075,0.0,0.02,0
Normal Clear,Concrete,Rainy,184.2,0.8,8.73,0.115,0.0,0.02,0
Normal Clear,Concrete,Night / Low Light,103.6,1.07,16.96,0.045,0.0,0.02,0
Road Debris,Asphalt,Clear,1504.0,1.41,55.68,0.262,11.7,0.697,1
Normal Clear,Asphalt,Rainy,128.8,1.08,11.53,0.134,0.0,0.02,0
Pothole,Asphalt,Rainy,5203.7,0.92,62.27,0.424,13.1,0.682,1
Surface Crack,Asphalt,Clear,2022.2,4.92,30.7,0.657,2.4,0.485,1
Pothole,Asphalt,Clear,2587.3,0.98,60.51,0.354,15.5,0.737,1
Pothole,Asphalt,Overcast,3830.3,0.84,82.33,0.25,5.8,0.479,1
Pothole,Concrete,Rainy,4676.7,1.46,68.52,0.424,5.1,0.377,1
Road Debris,Gravel,Night / Low Light,2168.9,1.58,56.85,0.242,3.4,0.507,1
Normal Clear,Asphalt,Clear,145.8,0.99,11.87,0.119,0.0,0.02,0
Road Debris,Asphalt,Clear,1502.8,2.21,43.24,0.261,9.7,0.401,1
Pothole,Asphalt,Clear,6174.4,1.25,60.79,0.198,15.6,0.902,1
Normal Clear,Concrete,Clear,29.0,1.02,13.45,0.069,0.0,0.02,0
Road Debris,Concrete,Rainy,1734.3,1.56,45.58,0.412,10.1,0.518,1
Surface Crack,Asphalt,Rainy,2250.4,5.52,47.95,0.909,3.2,0.615,1
Normal Clear,Asphalt,Rainy,196.2,1.11,13.59,0.109,0.0,0.02,0
Pothole,Concrete,Clear,5120.4,1.46,69.94,0.4,6.5,0.445,1
Surface Crack,Asphalt,Rainy,961.2,2.56,35.6,0.597,0.6,0.314,1
Normal Clear,Asphalt,Clear,228.1,0.97,12.97,0.088,0.0,0.02,0
Surface Crack,Asphalt,Clear,2752.5,3.17,43.22,0.639,2.5,0.609,1
Surface Crack,Asphalt,Overcast,2134.3,2.62,47.91,0.686,2.9,0.643,1
Normal Clear,Asphalt,Rainy,113.2,1.2,11.17,0.07,0.0,0.02,0
Normal Clear,Concrete,Night / Low Light,194.7,0.98,13.56,0.1,0.0,0.02,0
Pothole,Concrete,Clear,3560.5,1.32,84.19,0.343,6.1,0.412,1
Pothole,Asphalt,Overcast,3569.3,1.47,84.41,0.582,14.8,0.717,1
Pothole,Gravel,Rainy,5280.7,1.5,56.05,0.436,6.3,0.496,1
Road Debris,Asphalt,Night / Low Light,2962.7,1.06,75.49,0.271,11.3,0.234,1
Surface Crack,Concrete,Clear,1828.5,2.71,43.52,0.76,3.5,0.586,1
Pothole,Asphalt,Overcast,4564.5,0.75,71.66,0.465,15.0,0.788,1
Normal Clear,Concrete,Overcast,103.0,0.79,11.3,0.069,0.0,0.02,0
Road Debris,Gravel,Overcast,2498.9,1.14,65.05,0.35,2.6,0.373,1
Pothole,Asphalt,Clear,3348.9,1.12,58.46,0.496,16.4,0.709,1
Road Debris,Gravel,Clear,3970.8,1.38,51.38,0.276,3.1,0.551,1
Normal Clear,Concrete,Clear,57.1,1.24,4.41,0.114,0.0,0.02,0
Pothole,Concrete,Clear,5020.8,1.34,87.37,0.515,5.9,0.484,1
Pothole,Asphalt,Overcast,5251.5,0.9,64.58,0.508,17.7,0.894,1
Normal Clear,Concrete,Clear,80.5,1.13,11.27,0.073,0.0,0.02,0
Surface Crack,Concrete,Clear,712.5,3.9,34.09,0.607,2.9,0.633,1
Road Debris,Asphalt,Clear,1771.1,1.84,58.69,0.229,9.1,0.454,1
Surface Crack,Gravel,Clear,1736.7,4.07,48.5,0.648,0.6,0.27,1
Pothole,Asphalt,Clear,4853.5,0.57,50.45,0.427,14.9,0.82,1
Pothole,Asphalt,Night / Low Light,2461.8,1.04,48.48,0.464,10.0,0.432,1
Surface Crack,Asphalt,Rainy,996.3,3.67,31.19,0.81,2.5,0.548,1
Pothole,Asphalt,Clear,5250.0,1.4,77.3,0.293,17.3,0.853,1
Pothole,Asphalt,Clear,2819.4,1.65,60.06,0.499,6.5,0.485,1
Normal Clear,Asphalt,Clear,225.0,0.97,17.14,0.063,0.0,0.02,0
Normal Clear,Gravel,Clear,197.7,0.72,13.43,0.111,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,133.7,1.12,9.75,0.089,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,125.9,1.16,6.94,0.05,0.0,0.02,0
Pothole,Asphalt,Night / Low Light,6066.9,0.46,60.31,0.409,6.6,0.533,1
Normal Clear,Asphalt,Night / Low Light,221.7,0.77,13.87,0.087,0.0,0.02,0
Pothole,Gravel,Clear,4071.1,1.39,87.59,0.396,16.8,0.796,1
Normal Clear,Concrete,Overcast,52.2,0.95,15.07,0.108,0.0,0.02,0
Normal Clear,Concrete,Overcast,147.8,0.88,14.94,0.046,0.0,0.02,0
Normal Clear,Asphalt,Overcast,82.3,0.98,18.19,0.128,0.0,0.02,0
Normal Clear,Asphalt,Clear,84.1,0.91,21.74,0.059,0.0,0.02,0
Road Debris,Asphalt,Overcast,3957.8,1.89,66.91,0.273,9.3,0.458,1
Pothole,Asphalt,Overcast,4313.6,0.72,73.77,0.299,14.1,0.783,1
Surface Crack,Asphalt,Overcast,813.6,2.71,54.47,0.663,1.2,0.366,1
Road Debris,Concrete,Clear,2543.9,1.13,70.69,0.336,4.6,0.661,1
Pothole,Asphalt,Night / Low Light,4492.9,0.97,68.53,0.371,17.8,0.874,1
Road Debris,Concrete,Overcast,3070.8,0.99,64.24,0.222,4.1,0.47,1
Normal Clear,Asphalt,Night / Low Light,161.1,0.91,12.78,0.093,0.0,0.02,0
Pothole,Asphalt,Rainy,4079.0,0.68,72.04,0.451,9.2,0.462,1
Normal Clear,Asphalt,Overcast,155.5,0.77,17.82,0.059,0.0,0.02,0
Normal Clear,Asphalt,Clear,162.5,0.83,3.93,0.039,0.0,0.02,0
Normal Clear,Concrete,Rainy,127.6,1.18,13.39,0.084,0.0,0.02,0
Normal Clear,Asphalt,Rainy,49.5,1.25,12.89,0.076,0.0,0.02,0
Road Debris,Asphalt,Overcast,3519.2,2.0,66.55,0.285,9.1,0.572,1
Normal Clear,Gravel,Clear,71.8,0.98,11.94,0.072,0.0,0.02,0
Normal Clear,Asphalt,Rainy,160.4,0.58,12.51,0.071,0.0,0.02,0
Pothole,Asphalt,Night / Low Light,1960.8,1.33,53.83,0.39,4.7,0.254,1
Surface Crack,Asphalt,Night / Low Light,1767.2,3.38,34.7,0.62,2.9,0.566,1
Normal Clear,Asphalt,Rainy,153.6,0.65,10.37,0.077,0.0,0.02,0
Pothole,Concrete,Overcast,6617.4,0.92,77.47,0.42,15.2,0.819,1
Road Debris,Concrete,Overcast,1628.8,1.12,52.49,0.314,8.2,0.482,1
Normal Clear,Gravel,Clear,128.5,1.19,13.85,0.06,0.0,0.02,0
Pothole,Asphalt,Clear,3808.2,1.19,66.06,0.398,9.7,0.523,1
Road Debris,Asphalt,Clear,2973.1,2.03,80.65,0.323,3.0,0.524,1
Normal Clear,Concrete,Clear,149.4,1.01,8.48,0.091,0.0,0.02,0
Surface Crack,Asphalt,Rainy,697.7,5.78,58.7,0.617,2.0,0.557,1
Pothole,Asphalt,Overcast,5415.0,1.03,59.58,0.394,5.7,0.45,1
Pothole,Asphalt,Overcast,4479.3,0.75,68.72,0.328,10.0,0.585,1
Surface Crack,Asphalt,Clear,1415.1,3.96,32.17,0.568,1.2,0.496,1
Normal Clear,Asphalt,Clear,236.8,0.79,13.6,0.052,0.0,0.02,0
Pothole,Concrete,Rainy,3686.0,0.59,93.58,0.508,5.3,0.332,1
Road Debris,Concrete,Rainy,1946.7,2.01,40.05,0.232,11.9,0.56,1
Pothole,Asphalt,Clear,7151.2,1.11,64.45,0.418,5.8,0.544,1
Surface Crack,Asphalt,Overcast,1380.1,2.85,28.18,0.664,1.9,0.462,1
Normal Clear,Asphalt,Overcast,102.6,1.13,9.06,0.069,0.0,0.02,0
Normal Clear,Concrete,Clear,42.6,1.2,7.65,0.066,0.0,0.02,0
Pothole,Asphalt,Overcast,5433.7,1.43,54.67,0.462,5.3,0.382,1
Surface Crack,Concrete,Clear,1958.6,6.41,47.51,0.569,1.8,0.453,1
Pothole,Asphalt,Night / Low Light,3069.7,0.93,67.79,0.429,5.4,0.358,1
Surface Crack,Asphalt,Rainy,1480.6,4.87,32.53,0.718,2.7,0.59,1
Normal Clear,Asphalt,Clear,236.1,0.84,8.64,0.049,0.0,0.02,0
Pothole,Concrete,Overcast,4094.4,1.58,54.63,0.38,7.3,0.507,1
Surface Crack,Asphalt,Rainy,1571.6,3.72,53.05,0.719,0.6,0.434,1
Surface Crack,Asphalt,Night / Low Light,2820.6,5.32,39.64,0.832,2.1,0.468,1
Normal Clear,Asphalt,Clear,180.3,0.71,9.54,0.075,0.0,0.02,0
Normal Clear,Concrete,Clear,106.3,0.92,6.53,0.08,0.0,0.02,0
Pothole,Concrete,Clear,4784.9,0.9,91.28,0.425,8.3,0.512,1
Normal Clear,Asphalt,Rainy,147.0,0.74,19.52,0.087,0.0,0.02,0
Surface Crack,Concrete,Night / Low Light,2195.3,2.15,39.86,0.691,2.5,0.538,1
Surface Crack,Asphalt,Clear,942.7,3.97,41.4,0.701,1.2,0.403,1
Normal Clear,Asphalt,Night / Low Light,130.7,1.02,14.11,0.093,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,156.6,1.04,22.14,0.058,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,148.2,0.64,10.47,0.053,0.0,0.02,0
Road Debris,Concrete,Rainy,1843.1,1.03,41.48,0.307,11.8,0.571,1
Surface Crack,Concrete,Overcast,2133.5,3.73,34.55,0.699,2.6,0.527,1
Normal Clear,Asphalt,Rainy,94.5,0.85,8.84,0.065,0.0,0.02,0
Pothole,Asphalt,Rainy,4198.3,1.23,57.85,0.409,11.9,0.597,1
Road Debris,Concrete,Clear,1565.5,1.07,37.29,0.257,11.2,0.545,1
Surface Crack,Gravel,Clear,2051.0,2.6,52.44,0.467,1.0,0.375,1
Normal Clear,Asphalt,Clear,182.1,0.67,10.18,0.113,0.0,0.02,0
Pothole,Gravel,Rainy,3965.9,0.57,83.35,0.479,8.6,0.415,1
Pothole,Asphalt,Clear,6164.4,0.96,74.18,0.382,16.5,0.825,1
Normal Clear,Asphalt,Clear,174.1,1.02,11.62,0.052,0.0,0.02,0
Pothole,Concrete,Night / Low Light,6674.6,0.76,72.95,0.45,13.4,0.83,1
Road Debris,Asphalt,Clear,2632.7,1.95,51.1,0.299,9.3,0.583,1
Pothole,Asphalt,Clear,3220.3,1.08,52.34,0.45,10.4,0.547,1
Pothole,Asphalt,Clear,4045.4,0.94,46.64,0.357,4.0,0.322,1
Pothole,Concrete,Night / Low Light,4286.0,1.28,73.07,0.415,15.6,0.79,1
Pothole,Concrete,Clear,3317.4,1.48,80.83,0.399,6.5,0.472,1
Normal Clear,Asphalt,Rainy,256.2,0.9,9.3,0.085,0.0,0.02,0
Surface Crack,Asphalt,Rainy,1518.9,2.93,41.13,0.793,1.0,0.528,1
Normal Clear,Asphalt,Night / Low Light,91.2,1.16,11.63,0.108,0.0,0.02,0
Road Debris,Asphalt,Rainy,1366.0,1.4,46.02,0.25,7.9,0.574,1
Surface Crack,Asphalt,Overcast,3013.7,4.1,41.7,0.62,1.1,0.41,1
Road Debris,Concrete,Clear,3795.3,1.71,53.69,0.235,4.7,0.458,1
Road Debris,Asphalt,Clear,2493.0,0.86,56.43,0.188,8.7,0.573,1
Normal Clear,Asphalt,Clear,198.0,0.94,11.12,0.038,0.0,0.02,0
Surface Crack,Asphalt,Clear,1918.1,3.86,38.15,0.765,1.4,0.405,1
Surface Crack,Asphalt,Clear,1808.4,3.03,59.38,0.708,2.0,0.385,1
Normal Clear,Gravel,Clear,135.7,0.91,11.28,0.087,0.0,0.02,0
Normal Clear,Asphalt,Rainy,139.5,1.28,13.74,0.095,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,173.1,0.74,12.81,0.087,0.0,0.02,0
Surface Crack,Asphalt,Clear,1125.4,4.77,28.7,0.902,0.6,0.358,1
Normal Clear,Asphalt,Night / Low Light,177.3,0.78,13.43,0.081,0.0,0.02,0
Surface Crack,Asphalt,Clear,1617.8,5.09,37.77,0.677,1.7,0.503,1
Surface Crack,Asphalt,Clear,2649.0,2.35,44.49,0.587,3.0,0.638,1
Pothole,Asphalt,Rainy,2622.1,1.61,54.76,0.616,13.1,0.728,1
Road Debris,Asphalt,Clear,2047.9,1.85,50.06,0.238,10.3,0.622,1
Pothole,Asphalt,Clear,2929.4,1.18,70.68,0.382,16.1,0.78,1
Surface Crack,Asphalt,Clear,2453.2,4.82,41.76,0.692,0.6,0.435,1
Normal Clear,Gravel,Overcast,218.7,1.04,14.11,0.071,0.0,0.02,0
Pothole,Asphalt,Night / Low Light,4405.8,1.19,71.52,0.396,9.8,0.579,1
Pothole,Asphalt,Clear,6213.8,1.62,66.94,0.527,5.4,0.46,1
Pothole,Asphalt,Overcast,6185.7,1.48,65.62,0.443,12.5,0.65,1
Normal Clear,Asphalt,Night / Low Light,93.4,1.1,14.69,0.114,0.0,0.02,0
Road Debris,Concrete,Rainy,2135.9,1.58,47.99,0.382,6.3,0.429,1
Surface Crack,Asphalt,Overcast,1866.7,5.15,44.09,0.657,2.3,0.635,1
Normal Clear,Concrete,Clear,199.5,1.1,12.96,0.06,0.0,0.02,0
Normal Clear,Asphalt,Clear,183.7,0.99,12.23,0.107,0.0,0.02,0
Surface Crack,Asphalt,Rainy,1970.7,3.82,56.49,0.568,3.4,0.558,1
Normal Clear,Concrete,Rainy,167.9,0.73,8.9,0.111,0.0,0.02,0
Normal Clear,Asphalt,Rainy,150.0,1.07,9.81,0.081,0.0,0.02,0
Normal Clear,Asphalt,Rainy,34.9,1.17,19.23,0.048,0.0,0.02,0
Pothole,Asphalt,Overcast,3371.6,1.33,85.69,0.42,10.2,0.516,1
Normal Clear,Concrete,Overcast,104.9,0.92,10.83,0.102,0.0,0.02,0
Road Debris,Asphalt,Overcast,513.5,1.57,48.03,0.268,2.2,0.575,1
Surface Crack,Concrete,Overcast,1929.0,2.23,48.17,0.612,2.8,0.618,1
Surface Crack,Asphalt,Overcast,2143.1,4.59,37.95,0.787,0.9,0.327,1
Pothole,Concrete,Clear,4274.9,0.89,78.81,0.371,10.6,0.688,1
Pothole,Asphalt,Clear,4344.4,0.78,52.33,0.482,4.2,0.385,1
Normal Clear,Concrete,Rainy,131.3,0.91,6.67,0.052,0.0,0.02,0
Pothole,Asphalt,Overcast,5677.4,1.35,71.28,0.313,9.1,0.718,1
Surface Crack,Gravel,Rainy,1868.3,3.76,45.35,0.672,1.7,0.432,1
Road Debris,Asphalt,Night / Low Light,883.5,1.71,60.55,0.226,4.4,0.156,1
Pothole,Asphalt,Clear,3098.2,1.62,65.34,0.435,15.1,0.713,1
Normal Clear,Asphalt,Clear,99.3,0.89,8.28,0.043,0.0,0.02,0
Pothole,Asphalt,Night / Low Light,3787.6,1.22,61.13,0.394,7.6,0.476,1
Surface Crack,Asphalt,Clear,2459.8,4.31,42.3,0.713,3.0,0.642,1
Surface Crack,Gravel,Clear,1817.2,6.43,34.72,0.591,2.2,0.528,1
Pothole,Gravel,Clear,5597.9,1.13,75.88,0.502,13.4,0.828,1
Pothole,Asphalt,Clear,3047.7,1.39,67.48,0.371,10.0,0.579,1
Normal Clear,Gravel,Night / Low Light,119.8,1.08,12.96,0.117,0.0,0.02,0
Normal Clear,Asphalt,Clear,49.0,1.07,13.35,0.054,0.0,0.02,0
Pothole,Asphalt,Rainy,5652.3,0.78,80.77,0.248,16.8,0.85,1
Normal Clear,Concrete,Clear,171.5,0.7,17.6,0.044,0.0,0.02,0
Normal Clear,Concrete,Overcast,188.7,1.02,11.24,0.072,0.0,0.02,0
Normal Clear,Gravel,Clear,118.1,1.26,12.05,0.042,0.0,0.02,0
Surface Crack,Asphalt,Rainy,1569.6,3.94,52.18,0.59,2.1,0.448,1
Surface Crack,Concrete,Night / Low Light,2123.4,4.37,52.66,0.735,1.7,0.465,1
Surface Crack,Asphalt,Clear,2231.3,2.5,30.24,0.732,1.5,0.374,1
Normal Clear,Asphalt,Overcast,111.6,1.19,17.26,0.018,0.0,0.02,0
Normal Clear,Asphalt,Rainy,89.7,0.72,8.53,0.073,0.0,0.02,0
Pothole,Gravel,Clear,4023.1,1.35,44.88,0.378,17.2,0.911,1
Surface Crack,Concrete,Clear,1973.7,4.83,37.03,0.676,2.7,0.575,1
Normal Clear,Concrete,Overcast,276.4,0.89,19.33,0.01,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,178.6,1.13,13.49,0.093,0.0,0.02,0
Normal Clear,Asphalt,Clear,176.2,1.11,10.68,0.072,0.0,0.02,0
Normal Clear,Asphalt,Clear,82.0,1.15,17.21,0.132,0.0,0.02,0
Surface Crack,Asphalt,Overcast,1307.4,1.9,48.01,0.534,2.6,0.587,1
Road Debris,Asphalt,Night / Low Light,2506.7,1.47,38.82,0.251,7.2,0.53,1
Normal Clear,Concrete,Night / Low Light,154.7,1.1,15.21,0.01,0.0,0.02,0
Pothole,Asphalt,Clear,3934.6,1.17,64.46,0.392,10.5,0.628,1
Road Debris,Asphalt,Night / Low Light,1657.2,1.12,56.59,0.263,6.5,0.598,1
Normal Clear,Asphalt,Clear,260.6,1.13,15.05,0.08,0.0,0.02,0
Pothole,Asphalt,Clear,6375.7,1.37,65.71,0.568,4.1,0.368,1
Normal Clear,Asphalt,Rainy,173.0,1.34,1.31,0.064,0.0,0.02,0
Road Debris,Gravel,Overcast,1378.8,1.53,51.74,0.264,9.1,0.443,1
Normal Clear,Asphalt,Clear,277.5,1.33,19.99,0.062,0.0,0.02,0
Pothole,Concrete,Rainy,4150.7,1.27,78.42,0.393,14.6,0.839,1
Pothole,Asphalt,Night / Low Light,3768.5,1.23,64.03,0.473,5.9,0.404,1
Road Debris,Asphalt,Rainy,2086.8,1.92,65.68,0.286,7.6,0.566,1
Surface Crack,Asphalt,Overcast,1926.3,3.86,46.7,0.641,0.9,0.427,1
Normal Clear,Concrete,Night / Low Light,214.8,1.34,18.07,0.078,0.0,0.02,0
Normal Clear,Concrete,Clear,195.1,0.94,11.78,0.094,0.0,0.02,0
Pothole,Asphalt,Overcast,2761.9,1.31,59.7,0.325,15.4,0.756,1
Road Debris,Asphalt,Night / Low Light,1547.7,1.28,74.54,0.317,6.9,0.38,1
Road Debris,Asphalt,Overcast,3783.5,2.33,47.14,0.32,7.3,0.37,1
Surface Crack,Asphalt,Night / Low Light,1539.8,3.41,38.83,0.763,1.2,0.468,1
Normal Clear,Gravel,Overcast,194.9,1.13,10.46,0.048,0.0,0.02,0
Normal Clear,Asphalt,Clear,215.6,1.33,9.9,0.075,0.0,0.02,0
Normal Clear,Asphalt,Clear,76.6,1.11,20.3,0.108,0.0,0.02,0
Normal Clear,Asphalt,Overcast,260.6,0.92,6.77,0.125,0.0,0.02,0
Surface Crack,Asphalt,Clear,1903.1,2.82,59.98,0.589,1.2,0.363,1
Normal Clear,Asphalt,Clear,129.2,1.02,9.77,0.054,0.0,0.02,0
Normal Clear,Asphalt,Night / Low Light,188.0,1.07,9.84,0.095,0.0,0.02,0
Normal Clear,Concrete,Overcast,127.3,1.01,15.9,0.062,0.0,0.02,0
Normal Clear,Concrete,Clear,91.4,0.97,6.55,0.072,0.0,0.02,0
Pothole,Asphalt,Overcast,4163.2,0.46,74.37,0.405,11.9,0.664,1
Normal Clear,Concrete,Night / Low Light,180.7,0.99,20.51,0.055,0.0,0.02,0
Pothole,Asphalt,Rainy,4119.5,1.7,63.32,0.411,11.6,0.648,1
Surface Crack,Asphalt,Overcast,1542.4,4.8,41.5,0.578,3.2,0.596,1
Surface Crack,Asphalt,Clear,1240.8,5.11,44.03,0.638,3.3,0.664,1
Normal Clear,Asphalt,Clear,136.4,0.95,12.06,0.1,0.0,0.02,0
Normal Clear,Asphalt,Clear,147.4,0.73,14.3,0.095,0.0,0.02,0
Normal Clear,Asphalt,Rainy,160.3,1.22,12.12,0.113,0.0,0.02,0
Normal Clear,Asphalt,Rainy,220.4,1.12,9.01,0.076,0.0,0.02,0
Road Debris,Gravel,Overcast,3615.0,0.9,51.08,0.279,4.9,0.443,1
Normal Clear,Asphalt,Night / Low Light,131.8,1.17,13.93,0.076,0.0,0.02,0
Surface Crack,Asphalt,Rainy,2136.5,3.68,46.65,0.583,0.8,0.343,1
Surface Crack,Asphalt,Night / Low Light,2061.6,4.83,41.11,0.704,1.7,0.511,1
Pothole,Asphalt,Clear,4898.0,1.49,73.51,0.564,17.7,0.888,1
Normal Clear,Asphalt,Clear,259.9,1.07,11.07,0.109,0.0,0.02,0
Normal Clear,Concrete,Overcast,192.1,0.5,11.99,0.068,0.0,0.02,0
Surface Crack,Asphalt,Clear,2038.0,3.59,44.32,0.564,3.3,0.649,1
Pothole,Asphalt,Clear,5205.4,0.72,75.83,0.361,15.0,0.795,1
Normal Clear,Asphalt,Night / Low Light,208.5,0.75,9.85,0.016,0.0,0.02,0
Pothole,Asphalt,Clear,6150.0,1.28,62.44,0.314,5.8,0.499,1
Normal Clear,Asphalt,Overcast,114.4,1.02,15.79,0.078,0.0,0.02,0
Normal Clear,Asphalt,Clear,98.1,1.23,17.56,0.091,0.0,0.02,0
Surface Crack,Asphalt,Clear,1210.9,2.83,26.05,0.591,0.9,0.447,1
Pothole,Asphalt,Clear,4145.2,1.32,80.48,0.337,13.6,0.679,1
Normal Clear,Asphalt,Rainy,175.5,0.83,10.63,0.025,0.0,0.02,0
Normal Clear,Gravel,Clear,168.0,0.98,9.31,0.077,0.0,0.02,0
Road Debris,Asphalt,Rainy,2306.5,1.17,58.99,0.282,6.7,0.487,1
Normal Clear,Concrete,Overcast,61.6,0.79,18.55,0.087,0.0,0.02,0
Pothole,Concrete,Overcast,4754.8,1.12,67.38,0.386,12.2,0.684,1
Road Debris,Asphalt,Clear,2993.1,1.53,42.68,0.271,4.0,0.256,1
Normal Clear,Asphalt,Rainy,90.3,1.0,14.31,0.125,0.0,0.02,0
Normal Clear,Asphalt,Rainy,72.9,1.2,12.52,0.066,0.0,0.02,0
Pothole,Concrete,Overcast,5411.8,1.13,76.61,0.341,16.2,0.849,1
Normal Clear,Asphalt,Overcast,131.9,0.99,4.38,0.079,0.0,0.02,0
Road Debris,Concrete,Clear,3837.2,1.41,54.67,0.239,9.6,0.519,1
Surface Crack,Gravel,Night / Low Light,2303.3,2.52,54.89,0.805,1.3,0.462,1
Pothole,Concrete,Clear,4001.9,1.56,72.97,0.53,11.8,0.567,1
Normal Clear,Asphalt,Clear,158.5,0.88,12.2,0.075,0.0,0.02,0
Pothole,Asphalt,Clear,4336.1,1.19,56.82,0.443,9.3,0.509,1
Surface Crack,Concrete,Rainy,1000.7,1.33,44.07,0.495,2.4,0.556,1
Surface Crack,Asphalt,Rainy,1557.0,4.37,62.59,0.662,2.2,0.59,1
Normal Clear,Asphalt,Clear,83.5,0.98,10.87,0.068,0.0,0.02,0
Normal Clear,Concrete,Night / Low Light,151.4,1.43,12.43,0.067,0.0,0.02,0
Normal Clear,Asphalt,Clear,164.9,0.74,9.14,0.11,0.0,0.02,0
Pothole,Gravel,Rainy,4726.0,1.83,71.21,0.32,8.0,0.435,1
Road Debris,Concrete,Clear,1651.4,2.05,50.09,0.23,10.5,0.416,1
Road Debris,Asphalt,Clear,3591.3,1.92,71.67,0.381,9.6,0.606,1
Normal Clear,Gravel,Clear,176.0,0.75,14.53,0.083,0.0,0.02,0
Normal Clear,Asphalt,Clear,213.2,1.16,14.2,0.029,0.0,0.02,0
Pothole,Asphalt,Rainy,4393.2,1.03,71.03,0.387,16.6,0.87,1
Normal Clear,Asphalt,Clear,81.3,0.98,10.12,0.051,0.0,0.02,0
Pothole,Asphalt,Rainy,3600.6,0.93,72.2,0.452,14.0,0.741,1
Road Debris,Asphalt,Clear,2258.6,2.7,67.43,0.243,7.4,0.389,1
Surface Crack,Asphalt,Night / Low Light,1111.9,1.3,33.87,0.635,2.0,0.468,1
Surface Crack,Asphalt,Night / Low Light,1810.2,2.98,56.22,0.944,1.4,0.432,1
Surface Crack,Asphalt,Clear,1795.7,3.16,43.36,0.69,2.2,0.602,1
Road Debris,Concrete,Rainy,3278.8,1.27,61.78,0.316,4.3,0.701,1
Surface Crack,Concrete,Clear,3104.0,2.4,42.58,0.67,0.8,0.412,1
Normal Clear,Asphalt,Rainy,62.5,1.16,7.78,0.018,0.0,0.02,0
Surface Crack,Asphalt,Clear,2893.1,2.86,39.22,0.763,3.3,0.625,1
Pothole,Asphalt,Rainy,4177.6,0.72,75.77,0.488,12.4,0.605,1
Normal Clear,Asphalt,Rainy,96.0,1.28,9.16,0.09,0.0,0.02,0
Surface Crack,Concrete,Overcast,1037.1,3.67,44.11,0.618,1.0,0.467,1
Surface Crack,Concrete,Rainy,2462.9,3.72,27.75,0.689,2.7,0.586,1
Normal Clear,Asphalt,Rainy,191.5,0.81,8.89,0.059,0.0,0.02,0
Surface Crack,Asphalt,Clear,2957.2,4.36,48.71,0.687,2.3,0.589,1
Pothole,Asphalt,Overcast,4213.7,1.37,87.3,0.339,9.9,0.534,1
Surface Crack,Asphalt,Night / Low Light,1227.7,2.41,34.75,0.656,2.9,0.589,1
Normal Clear,Asphalt,Clear,91.6,0.98,18.72,0.068,0.0,0.02,0
Road Debris,Gravel,Overcast,508.4,1.99,60.42,0.306,9.5,0.557,1
Normal Clear,Concrete,Clear,58.1,1.02,13.19,0.112,0.0,0.02,0
Road Debris,Asphalt,Overcast,4137.7,1.86,59.4,0.341,4.1,0.539,1
Pothole,Asphalt,Overcast,4467.8,1.41,69.04,0.464,8.9,0.589,1
Surface Crack,Gravel,Clear,2403.2,2.29,55.93,0.619,2.8,0.635,1
Normal Clear,Asphalt,Night / Low Light,97.7,0.59,11.75,0.107,0.0,0.02,0
Pothole,Asphalt,Clear,4262.9,0.79,57.14,0.326,11.6,0.604,1
Pothole,Asphalt,Clear,4868.0,1.1,73.93,0.309,5.8,0.43,1
Pothole,Concrete,Clear,4975.2,1.36,75.72,0.486,5.4,0.451,1
Surface Crack,Asphalt,Night / Low Light,1105.5,4.77,33.6,0.513,0.9,0.375,1
Normal Clear,Concrete,Clear,109.3,1.0,12.63,0.064,0.0,0.02,0
Pothole,Concrete,Clear,7247.6,1.3,69.42,0.366,10.9,0.741,1
Road Debris,Concrete,Night / Low Light,1693.5,1.59,44.33,0.234,5.9,0.448,1
Pothole,Gravel,Clear,5752.7,0.94,63.72,0.454,6.0,0.452,1
Normal Clear,Asphalt,Clear,109.4,0.87,9.53,0.074,0.0,0.02,0
Pothole,Asphalt,Clear,6626.9,0.79,83.55,0.479,11.3,0.838,1
Surface Crack,Concrete,Clear,1908.8,2.71,55.5,0.53,2.1,0.47,1
Normal Clear,Concrete,Rainy,180.8,0.57,16.61,0.07,0.0,0.02,0
Normal Clear,Asphalt,Clear,156.3,0.85,4.41,0.117,0.0,0.02,0
Surface Crack,Asphalt,Overcast,2601.4,3.41,50.3,0.611,3.2,0.679,1
Surface Crack,Concrete,Night / Low Light,2198.7,4.38,63.89,0.602,2.3,0.495,1
Surface Crack,Concrete,Clear,2463.5,3.49,38.45,0.54,0.7,0.364,1
